,level_0,Unnamed: 0,index,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
698,698,698,706,Rebel Foods,1000000000.0,07-10-2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management"
699,699,699,707,Salt Security,1000000000.0,10-02-2022,Cybersecurity,Palo Alto,United States,North America,2016,271000000,"Y Combinator, S Capital, Tenaya Capital"
700,700,700,708,Scalable Capital,1000000000.0,08-06-2021,Fintech,Munich,Germany,Europe,2014,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
701,701,701,709,SparkCognition,1000000000.0,25-01-2022,Artificial intelligence,Austin,United States,North America,2013,286000000,"March Capital Partners, Temasek, Doha Venture Capital"
702,702,702,710,Stash,1000000000.0,03-02-2021,Fintech,New York,United States,North America,2015,426000000,"Goodwater Capital, Entree Capital, Valar Ventures"
703,703,703,711,Symphony,1000000000.0,16-05-2017,Fintech,New York,United States,North America,2014,511000000,"BNP Paribas, Goldman Sachs, Google"
704,704,704,712,Tripledot,1000000000.0,14-02-2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,202000000,"Lightspeed Venture Partners, Access Industries, Eldridge"
705,705,705,713,VideoAmp,1000000000.0,21-10-2021,Internet software & services,Los Angeles,United States,North America,2014,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
706,706,706,714,Yidian Zixun,1000000000.0,17-10-2017,Mobile & telecommunications,Beijing,China,Asia,2021,151000000,"Phoenix New Media, Tianjin Haihe Industry Fund"
707,707,707,715,Yotpo,1000000000.0,18-03-2021,Internet software & services,New York,United States,North America,2011,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"
708,708,708,716,Neon,1000000000.0,14-02-2022,Fintech,Sao Paulo,Brazil,South America,2016,720000000,"Propel Venture Partners, Monashees+, BBVA"
709,709,709,717,Veepee,1000000000.0,02-07-2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,1000000000,"Summit Partners, Qatar Holding"
710,710,710,718,Alloy,1000000000.0,30-09-2021,Fintech,New York,United States,North America,2015,156000000,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"
711,711,711,719,Epirus,1000000000.0,14-02-2022,Other,Hawthorne,United States,North America,2018,287000000,"8VC, Bedrock Capital, Broom Ventures"
712,712,712,720,Klook,1000000000.0,07-08-2018,Travel,Central,Hong Kong,Asia,2014,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
713,713,713,721,Yaoshibang,1000000000.0,15-06-2021,Health,Guangzhou,China,Asia,2015,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures"
714,714,714,722,Signifyd,1000000000.0,15-04-2021,Fintech,San Jose,United States,North America,2011,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures"
715,715,715,723,Motorway,1000000000.0,29-11-2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,276000000,"Marchmont Ventures, BMW i Ventures, Index Ventures"
716,716,716,724,RIDI,1000000000.0,24-01-2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,178000000,"Atinum Investment, Company K Partners, GIC"
717,717,717,725,Athletic Greens,1000000000.0,25-01-2022,Health,New York,United States,North America,2010,115000000,"SC.Holdings, Not Boring Capital, Bolt Ventures"
718,718,718,726,GPclub,1000000000.0,22-10-2018,Other,Seoul,South Korea,Asia,2003,67000000,Goldman Sachs
719,719,719,727,Grove Collaborative,1000000000.0,06-09-2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,475000000,"MHS Capital, NextView Ventures, Mayfield Fund"
720,720,720,728,Tongdun Technology,1000000000.0,25-04-2019,Cybersecurity,Hangzhou,China,Asia,2013,252000000,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."
721,721,721,729,Unisound,1000000000.0,19-07-2018,Artificial intelligence,Beijing,China,Asia,2012,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
722,722,722,730,Betterment,1000000000.0,29-09-2021,Fintech,New York,United States,North America,2010,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
723,723,723,731,Cava Group,1000000000.0,27-04-2021,Other,Washington,United States,North America,2010,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
724,724,724,732,CoinTracker,1000000000.0,27-01-2022,Fintech,San Francisco,United States,North America,2017,102000000,"Initialized Capital, General Catalyst, Kraken Ventures"
725,725,725,733,DistroKid,1000000000.0,16-08-2021,Internet software & services,New York,United States,North America,2013,1000000000,"Insight Partners, Silversmith Capital Partners, Spotify"
726,726,726,734,Domestika,1000000000.0,27-01-2022,Internet software & services,Berkeley,United States,North America,2012,130000000,"Zeev Ventures, GSV Ventures"
727,727,727,735,Flock Freight,1000000000.0,20-10-2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,399000000,"SignalFire, GLP Capital Partners, Google Ventures"
728,728,728,736,InSightec,1000000000.0,06-03-2020,Health,Tirat Carmel,Israel,Asia,1999,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
729,729,729,737,Island,1000000000.0,23-03-2022,Internet software & services,Dallas,United States,North America,2020,215000000,"Insight Partners, Sequoia Capital, Stripes Group"
730,730,730,738,iTrustCapital,1000000000.0,11-01-2022,Fintech,Long Beach,United States,North America,2018,128000000,"Left Lane Capital, Walden Venture Capital"
731,731,731,739,Konfio,1000000000.0,29-09-2021,Fintech,Mexico City,Mexico,North America,2013,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation"
732,732,732,740,LinkTree,1000000000.0,16-03-2022,Internet software & services,Melbourne,Australia,Oceania,2016,166000000,"AirTree Ventures, Insight Partners, Index Ventures"
733,733,733,741,Loadsmart,1000000000.0,01-02-2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,336000000,"Chromo Invest, Maersk Growth, BlackRock"
734,734,734,742,Lukka,1000000000.0,14-01-2022,Fintech,New York,United States,North America,2014,201000000,"Liberty City Ventures, Soros Fund Management, Summer Capital"
735,735,735,743,Manner,1000000000.0,24-12-2020,Other,Shanghai,China,Asia,2015,10000000,"Coatue Management, H Capital, Capital Today"
736,736,736,744,The Brandtech Group,1000000000.0,19-11-2019,Other,New York,United States,North America,2015,610000000,Undisclosed
737,737,737,745,TravelPerk,1000000000.0,12-01-2022,Travel,Barcelona,Spain,Europe,2015,408000000,"LocalGlobe, Kinnevik, Felix Capital"
738,738,738,746,YugaByte,1000000000.0,28-10-2021,Data management & analytics,Sunnyvale,United States,North America,2016,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
739,739,739,747,Intercom,1000000000.0,27-03-2018,Internet software & services,San Francisco,United States,North America,2011,241000000,"FirstMark Capital, Tiger Global Management"
740,740,740,748,OVO Energy,1000000000.0,14-02-2019,Other,Bristol,United Kingdom,Europe,2009,324000000,"Mitsubishi Corporation, Mayfair Equity Partners"
741,741,741,749,BigID,1000000000.0,16-12-2020,Cybersecurity,New York,United States,North America,2015,246000000,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"
742,742,742,750,CaptivateIQ,1000000000.0,26-01-2022,Fintech,San Francisco,United States,North America,2014,165000000,"Sequoia Capital, Y Combinator, Accel"
743,743,743,751,Flipdish,1000000000.0,13-01-2022,Internet software & services,Dublin,Ireland,Europe,2015,157000000,"Tencent Holdings, Tiger Global Management, Global Founders Capital"
744,744,744,752,Honor Technology,1000000000.0,05-10-2021,Internet software & services,San Francisco,United States,North America,2014,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
745,745,745,753,Incode Technologies,1000000000.0,07-12-2021,Cybersecurity,San Francisco,United States,North America,2015,257000000,"Dila Capital, Framework Ventures, 3L"
746,746,746,754,Kuaikan Manhua,1000000000.0,01-12-2017,Internet software & services,Beijing,China,Asia,2014,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
747,747,747,755,Marshmallow,1000000000.0,08-09-2021,Fintech,London,United Kingdom,Europe,2017,116000000,"Passion Capital, Hedosophia, Outrun Ventures"
748,748,748,756,Mythical Games,1000000000.0,04-11-2021,Internet software & services,Sherman Oaks,United States,North America,2018,260000000,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group"
749,749,749,757,Route,1000000000.0,21-01-2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs"
750,750,750,758,Tackle.io,1000000000.0,21-12-2021,Internet software & services,Boise,United States,North America,2016,148000000,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"
751,751,751,759,Nexii,1000000000.0,08-09-2021,Other,Vancouver,Canada,North America,2020,45000000,"Trane Technologies, Honeywell"
752,752,752,760,GalaxySpace,1000000000.0,17-11-2020,Mobile & telecommunications,Beijing,China,Asia,2016,14000000,"Shunwei Capital Partners, 5Y Capital, Legend Capital"
753,753,753,761,Insider,1000000000.0,28-02-2022,Internet software & services,Istanbul,Turkey,Europe,2012,167000000,"Wamda Capital, Endeavor, Riverwood Capital"
754,754,754,762,Spiber,1000000000.0,08-09-2021,Other,Tsuruoka,Japan,Asia,2007,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group"
755,755,755,763,Ada Support,1000000000.0,07-05-2021,Artificial intelligence,Toronto,Canada,North America,2016,191000000,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital"
756,756,756,764,AgentSync,1000000000.0,07-12-2021,Fintech,Denver,United States,North America,2018,111000000,"Craft Ventures, Caffeinated Capital, Operator Collective"
757,757,757,765,Alation,1000000000.0,03-06-2021,Internet software & services,Redwood City,United States,North America,2012,192000000,"Costanoa Ventures, Data Collective, Salesforce Ventures"
758,758,758,766,BigPanda,1000000000.0,12-01-2022,Artificial intelligence,Mountain View,United States,North America,2012,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel"
759,759,759,767,CarDekho,1000000000.0,13-10-2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management"
760,760,760,768,Copado,1000000000.0,13-09-2021,Data management & analytics,Chicago,United States,North America,2013,271000000,"Insight Partners, Salesforce Ventures, Perpetual Investors"
761,761,761,769,DailyPay,1000000000.0,18-05-2021,Fintech,New York,United States,North America,2016,189000000,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners"
762,762,762,770,FloQast,1000000000.0,21-07-2021,Fintech,Los Angeles,United States,North America,2013,230000000,"Polaris Partners, Insight Partners, Norwest Venture Partners"
763,763,763,771,Gem,1000000000.0,28-09-2021,Internet software & services,San Francisco,United States,North America,2017,148000000,"Accel, Greylock Partners, Meritech Capital Partners"
764,764,764,772,GrubMarket,1000000000.0,14-09-2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,382000000,"GGV Capital, BlackRock, ACE & Company"
765,765,765,773,Helium Systems,1000000000.0,22-02-2022,Internet software & services,San Francisco,United States,North America,2013,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture"
766,766,766,774,Inari,1000000000.0,12-05-2021,Other,Cambridge,United States,North America,2016,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
767,767,767,775,Jokr,1000000000.0,02-12-2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,430000000,"GGV Capital, Tiger Global Management, Greycroft"
768,768,768,776,LivSpace,1000000000.0,08-02-2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments"
769,769,769,777,Merama,1000000000.0,09-12-2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital"
770,770,770,778,MindTickle,1000000000.0,03-08-2021,Internet software & services,San Francisco,United States,North America,2012,281000000,"Qualcomm Ventures, Accel, Canaan Partners"
771,771,771,779,MyGlamm,1000000000.0,10-11-2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,310000000,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
772,772,772,780,Oda,1000000000.0,02-06-2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,337000000,"Kinnevik, Softbank Group, Prosus Ventures"
773,773,773,781,Offchain Labs,1000000000.0,31-08-2021,Internet software & services,Princeton,United States,North America,2018,124000000,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners"
774,774,774,782,Phantom,1000000000.0,31-01-2022,Fintech,San Francisco,United States,North America,2021,118000000,"Paradigm, Andreessen Horowitz, Jump Capital"
775,775,775,783,Pilot.com,1000000000.0,26-03-2021,Fintech,San Francisco,United States,North America,2016,161000000,"Index Ventures, Sequoia Capital, Bezos Expeditions"
776,776,776,784,Prime Medicine,1000000000.0,13-07-2021,Health,Cambridge,United States,North America,2019,315000000,"Newpath Partners, Google Ventures, F-Prime Capital"
777,777,777,785,Public,1000000000.0,17-02-2021,Fintech,New York,United States,North America,2008,309000000,"Accel, Greycroft, Advancit Capital"
778,778,778,786,Qumulo,1000000000.0,16-07-2020,Data management & analytics,Seattle,United States,North America,2012,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
779,779,779,787,Rohlik,1000000000.0,01-07-2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,380000000,"Partech Partners, Index Ventures, Quadrille Capital"
780,780,780,788,SeekOut,1000000000.0,12-01-2022,Internet software & services,Bellevue,United States,North America,2017,189000000,"Mayfield, Madrona Venture Group, Tiger Global Management"
781,781,781,789,SmartMore,1000000000.0,24-06-2021,Artificial Intelligence,Shenzhen,China,Asia,2019,300000000,"IDG Capital, ZhenFund, Sequoia Capital China"
782,782,782,790,Tealium,1000000000.0,03-02-2021,Internet software & services,San Diego,United States,North America,2008,264000000,"Georgian Partners, Silver Lake, Presidio Ventures"
783,783,783,791,UpGrad,1000000000.0,09-08-2021,Edtech,Mumbai,India,Asia,2015,194000000,"Qualcomm Ventures, Accel, Canaan Partners"
784,784,784,792,Workhuman,1000000000.0,23-06-2020,Internet software & services,Dublin,Ireland,Europe,1999,9000000,ICG
785,785,785,793,Xpressbees,1000000000.0,09-02-2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,573000000,"Norwest Venture Partners, Investcorp, Blackstone"
786,786,786,794,L&P Cosmetic,1000000000.0,01-01-2016,Consumer & retail,Seoul,South Korea,Asia,2009,33000000,CDIB Capital
787,787,787,795,Mininglamp Technology,1000000000.0,27-03-2019,Artificial intelligence,Beijing,China,Asia,2014,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
788,788,788,796,Luoji Siwei,1000000000.0,20-07-2017,Edtech,Beijing,China,Asia,2012,144000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
789,789,789,797,IRL,1000000000.0,15-06-2021,Internet software & services,San Francisco,United States,North America,2017,197000000,"Goodwater Capital, Floodgate, Founders Fund"
790,790,790,798,Modern Health,1000000000.0,11-02-2021,Health,San Francisco,United States,North America,2017,167000000,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"
791,791,791,799,Tuhu,1000000000.0,15-09-2018,Auto & transportation,Shanghai,China,Asia,2011,875000000,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
792,792,792,800,CloudBees,1000000000.0,09-12-2021,Data management & analytics,San Jose,United States,North America,2010,236000000,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
793,793,793,801,Elemy,1000000000.0,06-10-2021,Health,San Francisco,United States,North America,2019,323000000,"General Catalyst, Bling Capital, Felicis Ventures"
